action,alert_name,bytes_received,bytes_sent,device,direction,dst_ip,dst_port,duration,host,http_method,level,log_type,msg,proto,protocol,raw_log,severity,source,src_ip,src_port,status_code,url,user,user_agent
alert,IOT botnet,,,,,10.0.0.29,80,,,GET,warning,network,Detected IOT botnet: Generic IOT botnet Signature,TCP,,"{""timestamp"": ""2026-01-06 10:42:01.732068"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.31"", ""dst_ip"": ""10.0.0.29"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic IOT botnet Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected IOT botnet: Generic IOT botnet Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""IOT botnet"", ""src_port"": 6387, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: IOT botnet - Generic IOT botnet Signature""}",,,192.168.1.31,6387,200,/search?q=Generic IOT botnet Signature,N/A,Mozilla/5.0
alert,remote commanding execution,,,,,10.0.0.41,,,,GET,warning,application,Detected remote commanding execution: Generic remote commanding execution Signature,,,"{""timestamp"": ""2026-01-06 10:42:19.324797"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.55"", ""dst_ip"": ""10.0.0.41"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic remote commanding execution Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected remote commanding execution: Generic remote commanding execution Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""remote commanding execution"", ""raw_log"": ""Pattern Detection: remote commanding execution - Generic remote commanding execution Signature""}",,,192.168.1.55,,200,/search?q=Generic remote commanding execution Signature,N/A,Mozilla/5.0
alert,SQL INJECTION,,,,,10.0.0.50,,,,GET,warning,application,Detected SQL INJECTION: Generic SQL INJECTION Signature,,,"{""timestamp"": ""2026-01-06 10:42:24.447178"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.158"", ""dst_ip"": ""10.0.0.50"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic SQL INJECTION Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected SQL INJECTION: Generic SQL INJECTION Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""SQL INJECTION"", ""raw_log"": ""Pattern Detection: SQL INJECTION - Generic SQL INJECTION Signature""}",,,192.168.1.158,,200,/search?q=Generic SQL INJECTION Signature,N/A,Mozilla/5.0
ALLOW,,25232,4462,Firewall-01,inbound,10.0.0.4,80,37,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:42:41.957744"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.179"", ""dst_ip"": ""10.0.0.4"", ""src_port"": 59714, ""dst_port"": 80, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 4462, ""bytes_received"": 25232, ""duration"": 37, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.179,59714,,,,
alert,DOS,,,,,10.0.0.15,80,,,GET,warning,network,Detected DOS: Generic DOS Signature,TCP,,"{""timestamp"": ""2026-01-06 10:43:08.400863"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.169"", ""dst_ip"": ""10.0.0.15"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DOS Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DOS: Generic DOS Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DOS"", ""src_port"": 41272, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: DOS - Generic DOS Signature""}",,,192.168.1.169,41272,200,/search?q=Generic DOS Signature,N/A,Mozilla/5.0
ALLOW,,5802,2213,Firewall-01,outbound,10.0.0.243,22,80,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:43:22.592150"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.166"", ""dst_ip"": ""10.0.0.243"", ""src_port"": 61973, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 2213, ""bytes_received"": 5802, ""duration"": 80, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.166,61973,,,,
alert,Coop Abuse,,,,,10.0.0.43,,,,GET,warning,application,Detected Coop Abuse: Generic Coop Abuse Signature,,,"{""timestamp"": ""2026-01-06 10:44:24.265474"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.101"", ""dst_ip"": ""10.0.0.43"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic Coop Abuse Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Coop Abuse: Generic Coop Abuse Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Coop Abuse"", ""raw_log"": ""Pattern Detection: Coop Abuse - Generic Coop Abuse Signature""}",,,192.168.1.101,,200,/search?q=Generic Coop Abuse Signature,N/A,Mozilla/5.0
DENY,,39770,3609,Firewall-01,inbound,10.0.0.134,53,81,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:44:42.221175"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.40"", ""dst_ip"": ""10.0.0.134"", ""src_port"": 40635, ""dst_port"": 53, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 3609, ""bytes_received"": 39770, ""duration"": 81, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.40,40635,,,,
alert,CLICK JACKING,,,,,10.0.0.42,,,,GET,warning,application,Detected CLICK JACKING: Generic CLICK JACKING Signature,,,"{""timestamp"": ""2026-01-06 10:44:44.076725"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.81"", ""dst_ip"": ""10.0.0.42"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic CLICK JACKING Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected CLICK JACKING: Generic CLICK JACKING Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""CLICK JACKING"", ""raw_log"": ""Pattern Detection: CLICK JACKING - Generic CLICK JACKING Signature""}",,,192.168.1.81,,200,/search?q=Generic CLICK JACKING Signature,N/A,Mozilla/5.0
alert,XSS,,,,,10.0.0.31,,,,GET,warning,application,Detected XSS: Generic XSS Signature,,,"{""timestamp"": ""2026-01-06 10:45:02.649280"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.124"", ""dst_ip"": ""10.0.0.31"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic XSS Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected XSS: Generic XSS Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""XSS"", ""raw_log"": ""Pattern Detection: XSS - Generic XSS Signature""}",,,192.168.1.124,,200,/search?q=Generic XSS Signature,N/A,Mozilla/5.0
alert,DOS,,,,,10.0.0.46,80,,,GET,warning,network,Detected DOS: Generic DOS Signature,TCP,,"{""timestamp"": ""2026-01-06 10:45:06.531499"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.109"", ""dst_ip"": ""10.0.0.46"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DOS Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DOS: Generic DOS Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DOS"", ""src_port"": 24443, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: DOS - Generic DOS Signature""}",,,192.168.1.109,24443,200,/search?q=Generic DOS Signature,N/A,Mozilla/5.0
alert,HTTP Request Smuggling,,,,,10.0.0.16,,,,GET,warning,application,Detected HTTP Request Smuggling: Content-Length,,,"{""timestamp"": ""2026-01-06 10:45:16.073416"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.145"", ""dst_ip"": ""10.0.0.16"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Content-Length"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected HTTP Request Smuggling: Content-Length"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""HTTP Request Smuggling"", ""raw_log"": ""Pattern Detection: HTTP Request Smuggling - Content-Length""}",,,192.168.1.145,,200,/search?q=Content-Length,N/A,Mozilla/5.0
ALLOW,,10505,3496,Firewall-01,inbound,10.0.0.234,53,6,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:45:19.686171"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.121"", ""dst_ip"": ""10.0.0.234"", ""src_port"": 17743, ""dst_port"": 53, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 3496, ""bytes_received"": 10505, ""duration"": 6, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.121,17743,,,,
ALLOW,,45062,2782,Firewall-01,inbound,10.0.0.216,22,24,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:45:54.595526"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.237"", ""dst_ip"": ""10.0.0.216"", ""src_port"": 54467, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 2782, ""bytes_received"": 45062, ""duration"": 24, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.237,54467,,,,
DENY,,45588,4179,Firewall-01,inbound,10.0.0.33,22,73,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:46:10.799077"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.19"", ""dst_ip"": ""10.0.0.33"", ""src_port"": 61075, ""dst_port"": 22, ""protocol"": ""TCP"", ""action"": ""DENY"", ""bytes_sent"": 4179, ""bytes_received"": 45588, ""duration"": 73, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.19,61075,,,,
alert,XML External Entity,,,,,10.0.0.14,,,,GET,warning,application,Detected XML External Entity: xmlns:xi,,,"{""timestamp"": ""2026-01-06 10:46:16.624862"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.187"", ""dst_ip"": ""10.0.0.14"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=xmlns:xi"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected XML External Entity: xmlns:xi"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""XML External Entity"", ""raw_log"": ""Pattern Detection: XML External Entity - xmlns:xi""}",,,192.168.1.187,,200,/search?q=xmlns:xi,N/A,Mozilla/5.0
alert,DOS,,,,,10.0.0.47,80,,,GET,warning,network,Detected DOS: Generic DOS Signature,TCP,,"{""timestamp"": ""2026-01-06 10:46:45.254334"", ""log_type"": ""network"", ""src_ip"": ""192.168.1.192"", ""dst_ip"": ""10.0.0.47"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic DOS Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected DOS: Generic DOS Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""DOS"", ""src_port"": 11591, ""dst_port"": 80, ""proto"": ""TCP"", ""raw_log"": ""Pattern Detection: DOS - Generic DOS Signature""}",,,192.168.1.192,11591,200,/search?q=Generic DOS Signature,N/A,Mozilla/5.0
DENY,,29939,3155,Firewall-01,outbound,10.0.0.90,443,31,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:46:48.973728"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.137"", ""dst_ip"": ""10.0.0.90"", ""src_port"": 64673, ""dst_port"": 443, ""protocol"": ""TCP"", ""action"": ""DENY"", ""bytes_sent"": 3155, ""bytes_received"": 29939, ""duration"": 31, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.137,64673,,,,
DENY,,45632,3062,Firewall-01,outbound,10.0.0.96,53,13,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:46:57.029342"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.10"", ""dst_ip"": ""10.0.0.96"", ""src_port"": 26358, ""dst_port"": 53, ""protocol"": ""TCP"", ""action"": ""DENY"", ""bytes_sent"": 3062, ""bytes_received"": 45632, ""duration"": 13, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.10,26358,,,,
alert,remote commanding execution,,,,,10.0.0.17,,,,GET,warning,application,Detected remote commanding execution: Generic remote commanding execution Signature,,,"{""timestamp"": ""2026-01-06 10:47:33.960661"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.100"", ""dst_ip"": ""10.0.0.17"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic remote commanding execution Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected remote commanding execution: Generic remote commanding execution Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""remote commanding execution"", ""raw_log"": ""Pattern Detection: remote commanding execution - Generic remote commanding execution Signature""}",,,192.168.1.100,,200,/search?q=Generic remote commanding execution Signature,N/A,Mozilla/5.0
DENY,,39045,3661,Firewall-01,outbound,10.0.0.243,22,60,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:47:37.758820"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.179"", ""dst_ip"": ""10.0.0.243"", ""src_port"": 60988, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 3661, ""bytes_received"": 39045, ""duration"": 60, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.179,60988,,,,
alert,Server-Side Request Forgery,,,,,10.0.0.13,,,,GET,warning,application,Detected Server-Side Request Forgery: metadata.google.internal,,,"{""timestamp"": ""2026-01-06 10:47:49.816305"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.45"", ""dst_ip"": ""10.0.0.13"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=metadata.google.internal"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Server-Side Request Forgery: metadata.google.internal"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Server-Side Request Forgery"", ""raw_log"": ""Pattern Detection: Server-Side Request Forgery - metadata.google.internal""}",,,192.168.1.45,,200,/search?q=metadata.google.internal,N/A,Mozilla/5.0
alert,HTTP Request Smuggling,,,,,10.0.0.13,,,,GET,warning,application,Detected HTTP Request Smuggling: Content-Length,,,"{""timestamp"": ""2026-01-06 10:47:57.463459"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.134"", ""dst_ip"": ""10.0.0.13"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Content-Length"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected HTTP Request Smuggling: Content-Length"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""HTTP Request Smuggling"", ""raw_log"": ""Pattern Detection: HTTP Request Smuggling - Content-Length""}",,,192.168.1.134,,200,/search?q=Content-Length,N/A,Mozilla/5.0
alert,HTTP Response Splitting,,,,,10.0.0.16,,,,GET,warning,application,Detected HTTP Response Splitting: Cache-Control,,,"{""timestamp"": ""2026-01-06 10:48:06.339260"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.60"", ""dst_ip"": ""10.0.0.16"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Cache-Control"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected HTTP Response Splitting: Cache-Control"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""HTTP Response Splitting"", ""raw_log"": ""Pattern Detection: HTTP Response Splitting - Cache-Control""}",,,192.168.1.60,,200,/search?q=Cache-Control,N/A,Mozilla/5.0
ALLOW,,9997,2527,Firewall-01,inbound,10.0.0.112,22,100,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:48:10.165434"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.88"", ""dst_ip"": ""10.0.0.112"", ""src_port"": 40854, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 2527, ""bytes_received"": 9997, ""duration"": 100, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.88,40854,,,,
alert,API Abuse,,,,,10.0.0.36,,,,GET,warning,application,Detected API Abuse: Generic API Abuse Signature,,,"{""timestamp"": ""2026-01-06 10:48:11.385558"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.186"", ""dst_ip"": ""10.0.0.36"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic API Abuse Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected API Abuse: Generic API Abuse Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""API Abuse"", ""raw_log"": ""Pattern Detection: API Abuse - Generic API Abuse Signature""}",,,192.168.1.186,,200,/search?q=Generic API Abuse Signature,N/A,Mozilla/5.0
ALLOW,,48471,1343,Firewall-01,outbound,10.0.0.145,22,87,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:48:37.394819"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.76"", ""dst_ip"": ""10.0.0.145"", ""src_port"": 18107, ""dst_port"": 22, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 1343, ""bytes_received"": 48471, ""duration"": 87, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.76,18107,,,,
alert,Coop Abuse,,,,,10.0.0.34,,,,GET,warning,application,Detected Coop Abuse: Generic Coop Abuse Signature,,,"{""timestamp"": ""2026-01-06 10:49:06.431242"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.74"", ""dst_ip"": ""10.0.0.34"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic Coop Abuse Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected Coop Abuse: Generic Coop Abuse Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""Coop Abuse"", ""raw_log"": ""Pattern Detection: Coop Abuse - Generic Coop Abuse Signature""}",,,192.168.1.74,,200,/search?q=Generic Coop Abuse Signature,N/A,Mozilla/5.0
DENY,,11565,3842,Firewall-01,inbound,10.0.0.206,22,3,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:49:30.859487"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.68"", ""dst_ip"": ""10.0.0.206"", ""src_port"": 37248, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 3842, ""bytes_received"": 11565, ""duration"": 3, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.68,37248,,,,
ALLOW,,23291,4225,Firewall-01,inbound,10.0.0.18,22,78,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:49:31.738033"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.34"", ""dst_ip"": ""10.0.0.18"", ""src_port"": 32941, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 4225, ""bytes_received"": 23291, ""duration"": 78, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.34,32941,,,,
alert,packet stuffing,,,,,10.0.0.46,,,,GET,warning,application,Detected packet stuffing: Generic packet stuffing Signature,,,"{""timestamp"": ""2026-01-06 10:49:39.440707"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.95"", ""dst_ip"": ""10.0.0.46"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic packet stuffing Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected packet stuffing: Generic packet stuffing Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""packet stuffing"", ""raw_log"": ""Pattern Detection: packet stuffing - Generic packet stuffing Signature""}",,,192.168.1.95,,200,/search?q=Generic packet stuffing Signature,N/A,Mozilla/5.0
ALLOW,,28071,1794,Firewall-01,inbound,10.0.0.199,443,93,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:50:00.948343"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.97"", ""dst_ip"": ""10.0.0.199"", ""src_port"": 31797, ""dst_port"": 443, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 1794, ""bytes_received"": 28071, ""duration"": 93, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.97,31797,,,,
alert,HTTP Response Splitting,,,,,10.0.0.41,,,,GET,warning,application,Detected HTTP Response Splitting: Cache-Control,,,"{""timestamp"": ""2026-01-06 10:50:04.430546"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.170"", ""dst_ip"": ""10.0.0.41"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Cache-Control"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected HTTP Response Splitting: Cache-Control"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""HTTP Response Splitting"", ""raw_log"": ""Pattern Detection: HTTP Response Splitting - Cache-Control""}",,,192.168.1.170,,200,/search?q=Cache-Control,N/A,Mozilla/5.0
ALLOW,,17761,3302,Firewall-01,outbound,10.0.0.25,22,89,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:50:13.330561"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.247"", ""dst_ip"": ""10.0.0.25"", ""src_port"": 13943, ""dst_port"": 22, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 3302, ""bytes_received"": 17761, ""duration"": 89, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.247,13943,,,,
DENY,,11480,1670,Firewall-01,outbound,10.0.0.41,22,62,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:50:27.800840"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.166"", ""dst_ip"": ""10.0.0.41"", ""src_port"": 24133, ""dst_port"": 22, ""protocol"": ""TCP"", ""action"": ""DENY"", ""bytes_sent"": 1670, ""bytes_received"": 11480, ""duration"": 62, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.166,24133,,,,
alert,XML External Entity,,,,,10.0.0.50,,,,GET,warning,application,Detected XML External Entity: PUT,,,"{""timestamp"": ""2026-01-06 10:50:37.262625"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.48"", ""dst_ip"": ""10.0.0.50"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=PUT"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected XML External Entity: PUT"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""XML External Entity"", ""raw_log"": ""Pattern Detection: XML External Entity - PUT""}",,,192.168.1.48,,200,/search?q=PUT,N/A,Mozilla/5.0
ALLOW,,38374,4893,Firewall-01,outbound,10.0.0.85,80,30,workstation-01,,,network,,,TCP,"{""timestamp"": ""2026-01-06 10:50:46.789182"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.196"", ""dst_ip"": ""10.0.0.85"", ""src_port"": 56235, ""dst_port"": 80, ""protocol"": ""TCP"", ""action"": ""ALLOW"", ""bytes_sent"": 4893, ""bytes_received"": 38374, ""duration"": 30, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.196,56235,,,,
ALLOW,,23437,2858,Firewall-01,outbound,10.0.0.146,53,88,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:50:52.472250"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.165"", ""dst_ip"": ""10.0.0.146"", ""src_port"": 1245, ""dst_port"": 53, ""protocol"": ""UDP"", ""action"": ""ALLOW"", ""bytes_sent"": 2858, ""bytes_received"": 23437, ""duration"": 88, ""direction"": ""outbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.165,1245,,,,
alert,CSRF,,,,,10.0.0.45,,,,GET,warning,application,Detected CSRF: Generic CSRF Signature,,,"{""timestamp"": ""2026-01-06 10:50:56.184767"", ""log_type"": ""application"", ""src_ip"": ""192.168.1.60"", ""dst_ip"": ""10.0.0.45"", ""user"": ""N/A"", ""http_method"": ""GET"", ""url"": ""/search?q=Generic CSRF Signature"", ""status_code"": 200, ""user_agent"": ""Mozilla/5.0"", ""msg"": ""Detected CSRF: Generic CSRF Signature"", ""level"": ""warning"", ""action"": ""alert"", ""alert_name"": ""CSRF"", ""raw_log"": ""Pattern Detection: CSRF - Generic CSRF Signature""}",,,192.168.1.60,,200,/search?q=Generic CSRF Signature,N/A,Mozilla/5.0
DENY,,16697,4942,Firewall-01,inbound,10.0.0.11,22,53,workstation-01,,,network,,,UDP,"{""timestamp"": ""2026-01-06 10:51:25.822724"", ""log_type"": ""network"", ""source"": ""simulation"", ""host"": ""workstation-01"", ""severity"": ""INFO"", ""src_ip"": ""192.168.1.113"", ""dst_ip"": ""10.0.0.11"", ""src_port"": 58563, ""dst_port"": 22, ""protocol"": ""UDP"", ""action"": ""DENY"", ""bytes_sent"": 4942, ""bytes_received"": 16697, ""duration"": 53, ""direction"": ""inbound"", ""device"": ""Firewall-01""}",INFO,simulation,192.168.1.113,58563,,,,
